ID_SITE|LONG_IDENTIF|LAT_IDENTIF|DATEDEBUT|ESPECE|NBMALES|NBFEMELLES|NBPARE|NBNULLIPARE|NBGORGEES|NBINDIV|NBINDETER
01PL1|5.79|46.06|10/12/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL1|5.79|46.06|10/19/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL1|5.79|46.06|10/26/2009|obsoletus/scoticus|0|4|4|0|0|4|0
01PL1|5.79|46.06|10/5/2009|lupicaris|0|11|6|5|0|11|0
01PL1|5.79|46.06|10/5/2009|obsoletus/scoticus|0|226|192|34|0|226|0
01PL1|5.79|46.06|10/5/2009|obsoletus s.st|1|0|0|0|0|1|0
01PL1|5.79|46.06|10/5/2009|pulicaris|0|14|14|0|0|14|0
01PL1|5.79|46.06|11/2/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL1|5.79|46.06|11/23/2009|obsoletus/scoticus|0|2|1|1|0|2|0
01PL1|5.79|46.06|11/30/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL1|5.79|46.06|11/9/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL1|5.79|46.06|12/14/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL1|5.79|46.06|12/7/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL1|5.79|46.06|2/23/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL1|5.79|46.06|3/16/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL1|5.79|46.06|3/2/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL1|5.79|46.06|3/23/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL1|5.79|46.06|3/31/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL1|5.79|46.06|3/9/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL1|5.79|46.06|4/14/2009|chiopterus|0|14|14|0|0|14|0
01PL1|5.79|46.06|4/14/2009|newsteadi|0|1|1|0|0|1|0
01PL1|5.79|46.06|4/14/2009|obsoletus/scoticus|0|58|16|42|0|58|0
01PL1|5.79|46.06|4/14/2009|obsoletus s.st|1|0|0|0|0|1|0
01PL1|5.79|46.06|4/14/2009|pulicaris|0|17|0|17|0|17|0
01PL1|5.79|46.06|4/14/2009|punctatus|0|24|24|0|0|24|0
01PL1|5.79|46.06|4/21/2009|brunnicans|0|1|1|0|0|1|0
01PL1|5.79|46.06|4/21/2009|chiopterus|2|0|0|0|0|2|0
01PL1|5.79|46.06|4/21/2009|dewulfi|1|1|0|1|0|2|0
01PL1|5.79|46.06|4/21/2009|lupicaris|1|4|0|4|0|5|0
01PL1|5.79|46.06|4/21/2009|maritimus paucisensillatus|0|1|0|1|0|1|0
01PL1|5.79|46.06|4/21/2009|obsoletus/scoticus|0|28|12|16|0|28|0
01PL1|5.79|46.06|4/21/2009|obsoletus s.st|1|0|0|0|0|1|0
01PL1|5.79|46.06|4/21/2009|pulicaris|2|2|0|2|0|4|0
01PL1|5.79|46.06|4/28/2009|cataneii/gejgelensis|0|1|0|1|0|1|0
01PL1|5.79|46.06|4/28/2009|chiopterus|0|1|1|0|0|1|0
01PL1|5.79|46.06|4/28/2009|obsoletus/scoticus|0|1|1|0|0|1|0
01PL1|5.79|46.06|4/28/2009|obsoletus s.st|1|0|0|0|0|1|0
01PL1|5.79|46.06|4/28/2009|pictipennis|0|1|0|1|0|1|0
01PL1|5.79|46.06|4/6/2009|chiopterus|0|1|0|1|0|1|0
01PL1|5.79|46.06|4/6/2009|lupicaris|0|1|0|1|0|1|0
01PL1|5.79|46.06|4/6/2009|obsoletus/scoticus|0|3|0|3|0|3|0
01PL1|5.79|46.06|5/25/2009|achrayi|0|30|12|18|0|30|0
01PL1|5.79|46.06|5/25/2009|deltus ?|0|6|2|4|0|6|0
01PL1|5.79|46.06|5/25/2009|fascipennis|0|6|6|0|0|6|0
01PL1|5.79|46.06|5/25/2009|festivipennis|6|28|18|10|0|34|0
01PL1|5.79|46.06|5/25/2009|lupicaris|0|334|290|44|0|334|0
01PL1|5.79|46.06|5/25/2009|newsteadi|0|8|8|0|0|8|0
01PL1|5.79|46.06|5/25/2009|obsoletus/scoticus|0|1274|948|326|0|1274|0
01PL1|5.79|46.06|5/25/2009|obsoletus s.st|4|0|0|0|0|4|0
01PL1|5.79|46.06|5/25/2009|pictipennis|0|2|2|0|0|2|0
01PL1|5.79|46.06|5/25/2009|picturatus|0|196|186|10|0|196|0
01PL1|5.79|46.06|5/25/2009|poperinghensis|0|8|8|0|0|8|0
01PL1|5.79|46.06|5/25/2009|punctatus|0|18|6|12|0|18|0
01PL1|5.79|46.06|6/23/2009|circumscriptus|0|2|0|2|0|2|0
01PL1|5.79|46.06|6/23/2009|nubeculosus|19|19|13|6|0|38|0
01PL1|5.79|46.06|6/23/2009|obsoletus/scoticus|0|19|9|10|0|19|0
01PL1|5.79|46.06|6/23/2009|obsoletus s.st|17|0|0|0|0|17|0
01PL1|5.79|46.06|6/23/2009|punctatus|1|2|1|1|0|3|0
01PL1|5.79|46.06|7/20/2009|achrayi|0|25|22|3|0|25|0
01PL1|5.79|46.06|7/20/2009|chiopterus|0|7|7|0|0|7|0
01PL1|5.79|46.06|7/20/2009|festivipennis|1|10|10|0|0|11|0
01PL1|5.79|46.06|7/20/2009|lupicaris|0|35|15|20|0|35|0
01PL1|5.79|46.06|7/20/2009|newsteadi|0|1|0|1|0|1|0
01PL1|5.79|46.06|7/20/2009|nubeculosus|3|2|1|1|0|5|0
01PL1|5.79|46.06|7/20/2009|obsoletus/scoticus|0|923|580|343|0|923|0
01PL1|5.79|46.06|7/20/2009|obsoletus s.st|1|0|0|0|0|1|0
01PL1|5.79|46.06|7/20/2009|parroti|0|1|0|1|0|1|0
01PL1|5.79|46.06|7/20/2009|pulicaris|0|16|6|10|0|16|0
01PL1|5.79|46.06|7/20/2009|punctatus|0|18|9|9|0|18|0
01PL1|5.79|46.06|7/20/2009|scoticus s.st|1|0|0|0|0|1|0
01PL1|5.79|46.06|8/17/2009|achrayi|0|7|7|0|0|7|0
01PL1|5.79|46.06|8/17/2009|dewulfi|1|8|6|2|0|9|0
01PL1|5.79|46.06|8/17/2009|festivipennis|0|5|3|2|0|5|0
01PL1|5.79|46.06|8/17/2009|indistinctus|0|3|3|0|0|3|0
01PL1|5.79|46.06|8/17/2009|kibunensis|0|1|1|0|0|1|0
01PL1|5.79|46.06|8/17/2009|lupicaris|0|102|15|87|0|102|0
01PL1|5.79|46.06|8/17/2009|newsteadi|0|2|2|0|0|2|0
01PL1|5.79|46.06|8/17/2009|obsoletus/scoticus|0|883|416|467|0|883|0
01PL1|5.79|46.06|8/17/2009|obsoletus s.st|6|0|0|0|0|6|0
01PL1|5.79|46.06|8/17/2009|parroti|0|4|4|0|0|4|0
01PL1|5.79|46.06|8/17/2009|poperinghensis|0|3|3|0|0|3|0
01PL1|5.79|46.06|8/17/2009|pulicaris|2|13|4|9|0|15|0
01PL1|5.79|46.06|8/17/2009|punctatus|0|13|8|5|0|13|0
01PL1|5.79|46.06|8/17/2009|scoticus s.st|1|0|0|0|0|1|0
01PL1|5.79|46.06|9/14/2009|lupicaris|0|2|1|1|0|2|0
01PL1|5.79|46.06|9/14/2009|obsoletus/scoticus|0|68|41|27|0|68|0
01PL1|5.79|46.06|9/14/2009|poperinghensis|0|1|1|0|0|1|0
01PL1|5.79|46.06|9/14/2009|pulicaris|0|2|1|1|0|2|0
01PL1|5.79|46.06|9/14/2009|punctatus|0|1|1|0|0|1|0
01PL2|5.05|46.01|10/12/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL2|5.05|46.01|10/19/2009|obsoletus/scoticus|0|1|0|1|0|1|0
01PL2|5.05|46.01|10/26/2009|obsoletus/scoticus|0|3|3|0|0|3|0
01PL2|5.05|46.01|10/26/2009|obsoletus s.st|1|0|0|0|0|1|0
01PL2|5.05|46.01|10/3/2011|alazanicus|0|1|1|0|0|1|0
01PL2|5.05|46.01|10/3/2011|chiopterus|1|21|21|0|0|22|0
01PL2|5.05|46.01|10/3/2011|dewulfi|0|1|0|1|0|1|0
01PL2|5.05|46.01|10/3/2011|newsteadi|0|10|6|4|0|10|0
01PL2|5.05|46.01|10/3/2011|nubeculosus|0|1|1|0|0|1|0
01PL2|5.05|46.01|10/3/2011|obsoletus/scoticus|3|320|226|88|1|323|5
01PL2|5.05|46.01|10/5/2009|newsteadi|0|6|4|2|0|6|0
01PL2|5.05|46.01|10/5/2009|nubeculosus|0|3|3|0|0|3|0
01PL2|5.05|46.01|10/5/2009|obsoletus/scoticus|0|11|8|3|0|11|0
01PL2|5.05|46.01|10/5/2009|punctatus|1|1|1|0|0|2|0
01PL2|5.05|46.01|11/14/2011|obsoletus/scoticus|0|4|3|1|0|4|0
01PL2|5.05|46.01|11/16/2009|circumscriptus|0|1|1|0|0|1|0
01PL2|5.05|46.01|11/16/2009|obsoletus/scoticus|0|30|18|12|0|30|0
01PL2|5.05|46.01|11/16/2009|obsoletus s.st|3|0|0|0|0|3|0
01PL2|5.05|46.01|11/16/2009|scoticus s.st|2|0|0|0|0|2|0
01PL2|5.05|46.01|11/21/2011|obsoletus/scoticus|0|17|15|2|0|17|0
01PL2|5.05|46.01|11/2/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL2|5.05|46.01|11/2/2011|chiopterus|0|6|6|0|0|6|0
01PL2|5.05|46.01|1/12/2011|Culicoides sp.|0|0|0|0|0|0|0
01PL2|5.05|46.01|11/2/2011|dewulfi|0|12|12|0|0|12|0
01PL2|5.05|46.01|11/2/2011|lupicaris|0|6|6|0|0|6|0
01PL2|5.05|46.01|11/2/2011|newsteadi|0|6|6|0|0|6|0
01PL2|5.05|46.01|11/2/2011|obsoletus/scoticus|0|1032|384|642|0|1032|6
01PL2|5.05|46.01|11/23/2009|obsoletus/scoticus|0|9|6|3|0|9|0
01PL2|5.05|46.01|11/23/2009|obsoletus s.st|2|0|0|0|0|2|0
01PL2|5.05|46.01|11/23/2009|pulicaris|0|1|0|1|0|1|0
01PL2|5.05|46.01|11/28/2011|Culicoides sp.|0|0|0|0|0|0|0
01PL2|5.05|46.01|11/30/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL2|5.05|46.01|11/7/2011|chiopterus|0|4|4|0|0|4|0
01PL2|5.05|46.01|11/7/2011|dewulfi|0|2|2|0|0|2|0
01PL2|5.05|46.01|11/7/2011|obsoletus/scoticus|2|40|25|11|1|42|3
01PL2|5.05|46.01|11/9/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL2|5.05|46.01|12/12/2011|Culicoides sp.|0|0|0|0|0|0|0
01PL2|5.05|46.01|12/14/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL2|5.05|46.01|12/5/2011|obsoletus/scoticus|0|2|1|1|0|2|0
01PL2|5.05|46.01|12/7/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL2|5.05|46.01|2/14/2011|Culicoides sp.|0|0|0|0|0|0|0
01PL2|5.05|46.01|2/21/2011|obsoletus/scoticus|0|1|1|0|0|1|0
01PL2|5.05|46.01|2/23/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL2|5.05|46.01|2/28/2011|Culicoides sp.|0|0|0|0|0|0|0
01PL2|5.05|46.01|3/16/2009|obsoletus/scoticus|0|1|0|1|0|1|0
01PL2|5.05|46.01|3/21/2011|Culicoides sp.|0|0|0|0|0|0|0
01PL2|5.05|46.01|3/2/2009|obsoletus/scoticus|0|1|0|1|0|1|0
01PL2|5.05|46.01|3/28/2011|Culicoides sp.|0|0|0|0|0|0|0
01PL2|5.05|46.01|3/31/2009|obsoletus/scoticus|0|1|0|1|0|1|0
01PL2|5.05|46.01|3/7/2011|Culicoides sp.|0|0|0|0|0|0|0
01PL2|5.05|46.01|3/9/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL2|5.05|46.01|4/11/2011|chiopterus|0|24|24|0|0|24|0
01PL2|5.05|46.01|4/11/2011|circumscriptus|0|1|1|0|0|1|0
01PL2|5.05|46.01|4/11/2011|dewulfi|0|3|0|3|0|3|0
01PL2|5.05|46.01|4/11/2011|nubeculosus|0|2|2|0|0|2|0
01PL2|5.05|46.01|4/11/2011|obsoletus/scoticus|0|194|149|34|0|194|11
01PL2|5.05|46.01|4/11/2011|punctatus|1|1|0|1|0|2|0
01PL2|5.05|46.01|4/11/2011|salinarius|0|1|0|1|0|1|0
01PL2|5.05|46.01|4/14/2009|chiopterus|0|339|339|0|0|339|0
01PL2|5.05|46.01|4/14/2009|dendriticus|0|3|0|3|0|3|0
01PL2|5.05|46.01|4/14/2009|lupicaris|0|2|0|2|0|2|0
01PL2|5.05|46.01|4/14/2009|newsteadi|0|5|0|5|0|5|0
01PL2|5.05|46.01|4/14/2009|obsoletus/scoticus|0|110|80|30|0|110|0
01PL2|5.05|46.01|4/14/2009|obsoletus s.st|8|0|0|0|0|8|0
01PL2|5.05|46.01|4/14/2009|picturatus|0|2|1|1|0|2|0
01PL2|5.05|46.01|4/14/2009|pulicaris|0|1|0|1|0|1|0
01PL2|5.05|46.01|4/14/2009|punctatus|0|49|13|36|0|49|0
01PL2|5.05|46.01|4/14/2009|puncticollis|1|2|0|2|0|3|0
01PL2|5.05|46.01|4/14/2009|submaritimus|0|1|0|1|0|1|0
01PL2|5.05|46.01|4/18/2011|brunnicans|0|3|0|3|0|3|0
01PL2|5.05|46.01|4/18/2011|chiopterus|0|144|144|0|0|144|0
01PL2|5.05|46.01|4/18/2011|dewulfi|0|16|4|12|0|16|0
01PL2|5.05|46.01|4/18/2011|fascipennis|0|23|0|23|0|23|0
01PL2|5.05|46.01|4/18/2011|newsteadi|12|12|0|12|0|24|0
01PL2|5.05|46.01|4/18/2011|obsoletus/scoticus|0|436|285|135|0|436|16
01PL2|5.05|46.01|4/18/2011|pulicaris|0|6|0|6|0|6|0
01PL2|5.05|46.01|4/18/2011|punctatus|1|29|16|13|0|30|0
01PL2|5.05|46.01|4/18/2011|vexans|0|1|0|1|0|1|0
01PL2|5.05|46.01|4/21/2009|brunnicans|0|14|12|2|0|14|0
01PL2|5.05|46.01|4/21/2009|chiopterus|0|7|7|0|0|7|0
01PL2|5.05|46.01|4/21/2009|newsteadi|0|3|3|0|0|3|0
01PL2|5.05|46.01|4/21/2009|nubeculosus|1|0|0|0|0|1|0
01PL2|5.05|46.01|4/21/2009|obsoletus/scoticus|0|139|125|14|0|139|0
01PL2|5.05|46.01|4/21/2009|pictipennis|1|0|0|0|0|1|0
01PL2|5.05|46.01|4/21/2009|punctatus|0|5|5|0|0|5|0
01PL2|5.05|46.01|4/21/2009|salinarius|1|0|0|0|0|1|0
01PL2|5.05|46.01|4/23/2012|obsoletus/scoticus|0|2|0|2|0|2|0
01PL2|5.05|46.01|4/23/2012|scoticus s.st|1|0|0|0|0|1|0
01PL2|5.05|46.01|4/27/2009|chiopterus|0|31|31|0|0|31|0
01PL2|5.05|46.01|4/27/2009|fascipennis|0|1|0|1|0|1|0
01PL2|5.05|46.01|4/27/2009|obsoletus/scoticus|0|45|39|6|0|45|0
01PL2|5.05|46.01|4/27/2009|vexans|0|2|2|0|0|2|0
01PL2|5.05|46.01|4/4/2011|chiopterus|0|2|2|0|0|2|0
01PL2|5.05|46.01|4/4/2011|obsoletus/scoticus|2|59|23|32|1|61|3
01PL2|5.05|46.01|4/4/2011|punctatus|0|1|0|1|0|1|0
01PL2|5.05|46.01|4/6/2009|chiopterus|1|15|15|0|0|16|0
01PL2|5.05|46.01|4/6/2009|nubeculosus|4|2|0|2|0|6|0
01PL2|5.05|46.01|4/6/2009|obsoletus/scoticus|0|13|1|12|0|13|0
01PL2|5.05|46.01|4/6/2009|punctatus|0|57|4|53|0|57|0
01PL2|5.05|46.01|5/25/2009|achrayi|2|362|210|152|0|364|0
01PL2|5.05|46.01|5/25/2009|chiopterus|4|34|4|30|0|38|0
01PL2|5.05|46.01|5/25/2009|circumscriptus|1|56|47|9|0|57|0
01PL2|5.05|46.01|5/25/2009|dendriticus|0|62|62|0|0|62|0
01PL2|5.05|46.01|5/25/2009|dewulfi|4|11|5|6|0|15|0
01PL2|5.05|46.01|5/25/2009|festivipennis|1|13|12|1|0|14|0
01PL2|5.05|46.01|5/25/2009|newsteadi|5|52|38|14|0|57|0
01PL2|5.05|46.01|5/25/2009|nubeculosus|1722|3015|2316|699|0|4737|0
01PL2|5.05|46.01|5/25/2009|obsoletus/scoticus|0|1946|1005|941|0|1946|0
01PL2|5.05|46.01|5/25/2009|obsoletus s.st|31|0|0|0|0|31|0
01PL2|5.05|46.01|5/25/2009|picturatus|0|6|5|1|0|6|0
01PL2|5.05|46.01|5/25/2009|punctatus|58|2563|1490|1073|0|2621|0
01PL2|5.05|46.01|5/25/2009|scoticus s.st|7|0|0|0|0|7|0
01PL2|5.05|46.01|5/9/2011|achrayi|0|78|0|69|0|78|9
01PL2|5.05|46.01|5/9/2011|brunnicans|9|35|26|9|0|44|0
01PL2|5.05|46.01|5/9/2011|chiopterus|0|61|61|0|0|61|0
01PL2|5.05|46.01|5/9/2011|circumscriptus|0|17|17|0|0|17|0
01PL2|5.05|46.01|5/9/2011|dewulfi|0|44|35|9|0|44|0
01PL2|5.05|46.01|5/9/2011|fascipennis|0|52|17|35|0|52|0
01PL2|5.05|46.01|5/9/2011|newsteadi|0|26|26|0|0|26|0
01PL2|5.05|46.01|5/9/2011|nubeculosus|9|61|61|0|0|70|0
01PL2|5.05|46.01|5/9/2011|obsoletus/scoticus|0|416|234|182|0|416|0
01PL2|5.05|46.01|5/9/2011|picturatus|0|9|0|9|0|9|0
01PL2|5.05|46.01|5/9/2011|punctatus|0|104|78|26|0|104|0
01PL2|5.05|46.01|5/9/2011|scoticus s.st|9|0|0|0|0|9|0
01PL2|5.05|46.01|5/9/2011|subfasciipennis|0|9|0|9|0|9|0
01PL2|5.05|46.01|6/23/2009|Culicoides sp.|0|0|0|0|0|0|0
01PL2|5.05|46.01|6/6/2011|achrayi|0|4|4|0|0|4|0
01PL2|5.05|46.01|6/6/2011|chiopterus|0|4|4|0|0|4|0
01PL2|5.05|46.01|6/6/2011|circumscriptus|0|9|9|0|0|9|0
01PL2|5.05|46.01|6/6/2011|dewulfi|0|4|4|0|0|4|0
01PL2|5.05|46.01|6/6/2011|fascipennis|0|9|0|9|0|9|0
01PL2|5.05|46.01|6/6/2011|festivipennis|0|4|4|0|0|4|0
01PL2|5.05|46.01|6/6/2011|newsteadi|0|4|0|4|0|4|0
01PL2|5.05|46.01|6/6/2011|nubeculosus|4|4|4|0|0|8|0
01PL2|5.05|46.01|6/6/2011|obsoletus/scoticus|22|746|533|191|22|768|0
01PL2|5.05|46.01|6/6/2011|pulicaris|0|4|4|0|0|4|0
01PL2|5.05|46.01|6/6/2011|punctatus|4|91|35|56|0|95|0
01PL2|5.05|46.01|6/6/2011|subfasciipennis|0|13|0|13|0|13|0
01PL2|5.05|46.01|7/20/2009|circumscriptus|0|4|4|0|0|4|0
01PL2|5.05|46.01|7/20/2009|fascipennis|1|20|4|16|0|21|0
01PL2|5.05|46.01|7/20/2009|festivipennis|2|6|3|3|0|8|0
01PL2|5.05|46.01|7/20/2009|newsteadi|0|20|11|9|0|20|0
01PL2|5.05|46.01|7/20/2009|nubeculosus|6|12|12|0|0|18|0
01PL2|5.05|46.01|7/20/2009|obsoletus/scoticus|0|184|114|70|0|184|0
01PL2|5.05|46.01|7/20/2009|obsoletus s.st|5|0|0|0|0|5|0
01PL2|5.05|46.01|7/20/2009|punctatus|3|98|77|21|0|101|0
01PL2|5.05|46.01|7/4/2011|achrayi|0|11|0|11|0|11|0
01PL2|5.05|46.01|7/4/2011|circumscriptus|0|16|16|0|0|16|0
01PL2|5.05|46.01|7/4/2011|dewulfi|0|48|5|43|0|48|0
01PL2|5.05|46.01|7/4/2011|fascipennis|16|48|43|5|0|64|0
01PL2|5.05|46.01|7/4/2011|festivipennis|0|16|0|16|0|16|0
01PL2|5.05|46.01|7/4/2011|newsteadi|0|138|21|112|0|138|5
01PL2|5.05|46.01|7/4/2011|nubeculosus|5|16|16|0|0|21|0
01PL2|5.05|46.01|7/4/2011|obsoletus/scoticus|5|1376|443|917|0|1381|16
01PL2|5.05|46.01|7/4/2011|pulicaris|0|5|5|0|0|5|0
01PL2|5.05|46.01|7/4/2011|punctatus|5|239|101|133|0|244|5
01PL2|5.05|46.01|7/4/2011|salinarius|0|5|5|0|0|5|0
01PL2|5.05|46.01|7/4/2011|subfasciipennis|0|11|0|11|0|11|0
01PL2|5.05|46.01|8/1/2011|chiopterus|0|4|4|0|0|4|0
01PL2|5.05|46.01|8/1/2011|dewulfi|0|4|0|4|0|4|0
01PL2|5.05|46.01|8/1/2011|fascipennis|0|4|0|4|0|4|0
01PL2|5.05|46.01|8/1/2011|newsteadi|0|4|0|4|0|4|0
01PL2|5.05|46.01|8/1/2011|nubeculosus|0|12|8|4|0|12|0
01PL2|5.05|46.01|8/1/2011|obsoletus/scoticus|16|872|472|388|0|888|12
01PL2|5.05|46.01|8/1/2011|punctatus|12|192|40|144|0|204|8
01PL2|5.05|46.01|8/1/2011|salinarius|0|8|4|4|0|8|0
01PL2|5.05|46.01|8/18/2009|chiopterus|0|4|4|0|0|4|0
01PL2|5.05|46.01|8/18/2009|circumscriptus|0|16|16|0|0|16|0
01PL2|5.05|46.01|8/18/2009|fascipennis|0|2|1|1|0|2|0
01PL2|5.05|46.01|8/18/2009|festivipennis|0|2|1|1|0|2|0
01PL2|5.05|46.01|8/18/2009|lupicaris|0|1|0|1|0|1|0
01PL2|5.05|46.01|8/18/2009|newsteadi|0|8|2|6|0|8|0
01PL2|5.05|46.01|8/18/2009|nubeculosus|13|27|24|3|0|40|0
01PL2|5.05|46.01|8/18/2009|obsoletus/scoticus|0|185|143|42|0|185|0
01PL2|5.05|46.01|8/18/2009|obsoletus s.st|15|0|0|0|0|15|0
01PL2|5.05|46.01|8/18/2009|pulicaris|0|1|1|0|0|1|0
01PL2|5.05|46.01|8/18/2009|punctatus|3|157|86|71|0|160|0
01PL2|5.05|46.01|9/14/2009|fascipennis|0|1|0|1|0|1|0
01PL2|5.05|46.01|9/14/2009|festivipennis|0|1|0|1|0|1|0
01PL2|5.05|46.01|9/14/2009|newsteadi|0|2|0|2|0|2|0
01PL2|5.05|46.01|9/14/2009|obsoletus/scoticus|0|5|2|3|0|5|0
01PL2|5.05|46.01|9/14/2009|obsoletus s.st|1|0|0|0|0|1|0
01PL2|5.05|46.01|9/14/2009|pulicaris|0|1|0|1|0|1|0
01PL2|5.05|46.01|9/14/2009|punctatus|0|3|1|2|0|3|0
01PL2|5.05|46.01|9/5/2011|alazanicus|0|1|1|0|0|1|0
01PL2|5.05|46.01|9/5/2011|circumscriptus|0|7|7|0|0|7|0
01PL2|5.05|46.01|9/5/2011|fascipennis|0|2|1|1|0|2|0
01PL2|5.05|46.01|9/5/2011|newsteadi|1|2|0|2|0|3|0
01PL2|5.05|46.01|9/5/2011|nubeculosus|2|3|2|0|0|5|1
01PL2|5.05|46.01|9/5/2011|obsoletus/scoticus|1|40|22|18|0|41|0
01PL2|5.05|46.01|9/5/2011|punctatus|1|1|1|0|0|2|0
01PL3|5.1|46.09|10/4/2010|chiopterus|0|2|2|0|0|2|0
01PL3|5.1|46.09|10/4/2010|fascipennis|0|2|0|2|0|2|0
01PL3|5.1|46.09|10/4/2010|newsteadi|0|2|0|2|0|2|0
01PL3|5.1|46.09|10/4/2010|obsoletus/scoticus|0|102|69|33|0|102|0
01PL3|5.1|46.09|10/4/2010|obsoletus s.st|5|0|0|0|0|5|0
01PL3|5.1|46.09|10/4/2010|pulicaris|0|1|0|1|0|1|0
01PL3|5.1|46.09|10/4/2010|punctatus|3|1|1|0|0|4|0
01PL3|5.1|46.09|1/11/2010|Culicoides sp.|0|0|0|0|0|0|0
01PL3|5.1|46.09|11/15/2010|obsoletus/scoticus|0|2|2|0|0|2|0
01PL3|5.1|46.09|11/2/2010|chiopterus|0|3|3|0|0|3|0
01PL3|5.1|46.09|11/2/2010|obsoletus/scoticus|0|64|50|13|0|64|1
01PL3|5.1|46.09|11/22/2010|obsoletus/scoticus|0|4|3|1|0|4|0
01PL3|5.1|46.09|11/8/2010|obsoletus/scoticus|0|8|6|2|0|8|0
01PL3|5.1|46.09|11/8/2010|pulicaris|0|1|1|0|0|1|0
01PL3|5.1|46.09|12/13/2010|Culicoides sp.|0|0|0|0|0|0|0
01PL3|5.1|46.09|12/6/2010|obsoletus/scoticus|0|4|3|1|0|4|0
01PL3|5.1|46.09|12/6/2010|obsoletus s.st|1|0|0|0|0|1|0
01PL3|5.1|46.09|2/15/2010|Culicoides sp.|0|0|0|0|0|0|0
01PL3|5.1|46.09|2/22/2010|Culicoides sp.|0|0|0|0|0|0|0
01PL3|5.1|46.09|3/1/2010|Culicoides sp.|0|0|0|0|0|0|0
01PL3|5.1|46.09|3/15/2010|Culicoides sp.|0|0|0|0|0|0|0
01PL3|5.1|46.09|3/22/2010|Culicoides sp.|0|0|0|0|0|0|0
01PL3|5.1|46.09|3/29/2010|obsoletus/scoticus|1|0|0|0|0|1|0
01PL3|5.1|46.09|3/29/2010|obsoletus s.st|1|0|0|0|0|1|0
01PL3|5.1|46.09|3/8/2010|Culicoides sp.|0|0|0|0|0|0|0
01PL3|5.1|46.09|4/12/2010|obsoletus/scoticus|0|6|4|2|0|6|0
01PL3|5.1|46.09|4/12/2010|obsoletus s.st|1|0|0|0|0|1|0
01PL3|5.1|46.09|4/19/2010|brunnicans|0|2|0|2|0|2|0
01PL3|5.1|46.09|4/19/2010|chiopterus|0|11|11|0|0|11|0
01PL3|5.1|46.09|4/19/2010|newsteadi|0|4|0|4|0|4|0
01PL3|5.1|46.09|4/19/2010|obsoletus/scoticus|0|88|18|70|0|88|0
01PL3|5.1|46.09|4/19/2010|obsoletus s.st|1|0|0|0|0|1|0
01PL3|5.1|46.09|4/19/2010|punctatus|0|3|1|2|0|3|0
01PL3|5.1|46.09|4/26/2010|chiopterus|0|14|14|0|0|14|0
01PL3|5.1|46.09|4/26/2010|dendriticus|0|1|0|1|0|1|0
01PL3|5.1|46.09|4/26/2010|fascipennis|0|1|1|0|0|1|0
01PL3|5.1|46.09|4/26/2010|obsoletus/scoticus|0|90|82|8|0|90|0
01PL3|5.1|46.09|4/26/2010|pulicaris|0|1|0|1|0|1|0
01PL3|5.1|46.09|4/26/2010|punctatus|0|10|4|6|0|10|0
01PL3|5.1|46.09|4/6/2010|obsoletus/scoticus|0|9|2|7|0|9|0
01PL3|5.1|46.09|4/6/2010|obsoletus s.st|2|0|0|0|0|2|0
01PL3|5.1|46.09|4/6/2010|punctatus|0|1|0|1|0|1|0
01PL3|5.1|46.09|5/10/2010|achrayi|0|1|0|1|0|1|0
01PL3|5.1|46.09|5/10/2010|brunnicans|0|16|5|11|0|16|0
01PL3|5.1|46.09|5/10/2010|chiopterus|0|3|3|0|0|3|0
01PL3|5.1|46.09|5/10/2010|circumscriptus|0|1|1|0|0|1|0
01PL3|5.1|46.09|5/10/2010|dewulfi|0|2|2|0|0|2|0
01PL3|5.1|46.09|5/10/2010|fascipennis|0|3|0|3|0|3|0
01PL3|5.1|46.09|5/10/2010|festivipennis|1|2|0|2|0|3|0
01PL3|5.1|46.09|5/10/2010|newsteadi|1|16|3|13|0|17|0
01PL3|5.1|46.09|5/10/2010|obsoletus/scoticus|0|314|203|111|0|314|0
01PL3|5.1|46.09|5/10/2010|pictipennis|0|1|1|0|0|1|0
01PL3|5.1|46.09|5/10/2010|poperinghensis|0|72|18|54|0|72|0
01PL3|5.1|46.09|5/10/2010|pulicaris|0|1|1|0|0|1|0
01PL3|5.1|46.09|5/10/2010|punctatus|0|5|4|1|0|5|0
